no,content
364,1박2일 대구여행 새벽 버스를 타고 동대구역에 도착 약 3-4시간정도 걸렸는데... 잔디야 귀여워 싸라해! 대구여행도 성공적이었다고 한다 다음달은 경주여행갑니다 예!
365,"대구여행 동대구역 에어비엔비 후기 대구에서 길게 머물던 동안 지냈던 두 번째 숙소인 동대구역 근처 에어비엔비! 동성로 근처의 숙소도 좋았는데, 기차를 타고 와서..."
366,대구서문시장 야시장 먹방 #대구여행 #대구가볼만한곳 #대구먹방 #대구서문시장 제작년 겨울에 다녀오고 거의 1년만에 다녀온 대구 ! 대구여행이라기 보다는 대구에...
367,"2019년 3월 1일 대구 여행 오랜만에 떠나는 여행. 작년 2018년도 부산, 전주, 경주... 결정된 대구. 이유인 즉, 서울에서 부담없이 갈 수 있는 거리였고, 대구 막창이라는 그..."
368,국내여행이라도 가자고 해서 급 가게 된 대구여행!! 원래는 경주로 갈려구 했는데 날씨도 춥고 해서 경주는 좀 따뜻해지면 가기러 하고 이월드 가볼겸 대구로 선택...
369,와 함께 문화가 함께하는 시원한 여름 보내시길 바랍니다. :-) #여름방학 #국내가볼만한곳 #대구여행 #대구여행코스 로 '대구미술관' 전시회 투어 추천합니다!
370,대구여행 가볼만한곳 2017 대구수목원 국화축제. 기간 : 2017년 10월 28일 ~ 11월 12일... 단풍구경 저도 갔다와야하는데..ㅎㅎ 요즘 가을여행을 준비하고 있는데 어디로 갈지...
371,끝나자마자 대구취재로 대구여행 2박3일 다녀왔답니다ㅋㅋㅋ이제 대구에서... 돌아다녔어요~ 여행하는동안 일단 날씨가 너무 좋아서 넘 행복쿠....<U+2764> 대구...
372,대구 달성공원 대구 동물원 내 님이 동물을 좋아해서 찾은 대구 달성공원 동물원.... 벗어나 내가 지금 여행을 하러 온게 맞구나 라는 것을 느끼면서 마음이 편안해졌다.
373,저는 대구 명품관광코인 광역관광코스로 대구여행을 했는데요 가장 먼저 들른 곳이... 사고요~~~ 여행 중에 주전부리 빠질 수 없쥬~~ 옛날과자도 사서 들고 다니면서 얌얌...
374,"대구에 갔으면 빼놓을 수 없는게 바로 '곱창' , '막창' 이쥬~~~~~!? 그중에서도 대구... ㅎㄷㄷ 내가 안지랑 곱창거리에서 선택한 맛집은 바로 '홍림곱창' 인데, 대구 여행을..."
375,카페 대구에서 받은 먼지 사진♥ 케이크가 너무 맛있다!!! 재방문 의사 100% 선주 덕분에 대구 여행이 너무 즐겁게 흘러갔다 밥먹고 카페도 가고 이제 호텔 체크인하러...
376,1박 2일 #대구여행 이라고 쓰고 먹방여행이라 읽는다^^ 종일 쉬지 않고 먹기만 한 것 같은 1박 2일을 정리해본댜^______^ 우선 거의 여름 날씨였던 토요일의 대구! 반팔을...
377,"#살고싶은 그곳, 흥미로운 대구여행#책소개#전영권 대구가 고향이다. 결혼하면서 서울로 가서 30여년을 살다가 아이들이 독립하면서 대구로 내려왔다. 30년은 짧은..."
378,대구 김광석거리(김광석 다시그리기 길)과 카페 에고(Cafe EGO) 대구 여행을 계획하며... 초행길을 가는 여행자로서 더없이 좋은 일인데 마음은 이상하게도 표지판들을...
379,맞이 여행을 다녀왔답니다. 대구 여행 코스 1일차 낭만쭈꾸미 ㅡ 대구 예술발전소 ㅡ 수창청춘맨숀 ㅡ 숙소 : 어반덴 체크인 ㅡ 왕거미식당 ㅡ 끌레르또 ㅡ 수성못 ㅡ...
380,m.blog.naver.com 대구여행 데이트 [수성못 / 수성랜드] 국내여행 수성못 / 수성 아르떼 랜드in 대구대구여행 둘째날! 수성못 + 수성 아르떼 랜드날이 너무 흐리고 추워서 ......
381,처음으로 4명이서 모여 #대구여행코스 #대구근교나들이 #에코테마파크 #대구숲 으로 갔어요 늘 두팀이나 세팀으로 움직이다 급 친하게된 한팀과 함께~ㅎ 인제 4살이 되니...
382,대구 여행코스로도 딱 알맞은 곳이라서 대구처음 방문자들에게 추천해드리고 싶음. 일단 가게 안으로 들어가면 바로 보이는건 고기 숙성실 여기 있는 고기들을 바로...
383,대구에 잠깐 다녀왔는데요~ 저녁에 방문해서 다음날 아침 다시 부산을 내려오늘... 있다는 대구 야시장 '대구서문시장' 을 방문하고 왔습니다 srt는 처음 타봤는데 특실로...
384,대구 여행을 가면 꼭 먹어봐야하는 음식으로 손꼽히는 미성당 납작만두를 먹고 왔습니다 예!!!!!!!!!!! 신남역에 내려 도보로 5분도 안걸립니다 12시 조금 전에 들어가니...
385,그래서 대구역쪽으로 와서 신세계 백화점에서 검색했다가 찾은 젤라또 집에서 하나 사먹었다 ㅠㅠ 이렇게 아이스크림 까지 맛나게 먹어주고... 진짜 먹는 여행밖에...
386,"5/4~5 주말 대구여행 4/12 SRT 예매 수서 - 동대구 10:00 <U+27A1><U+FE0F> 11:42 (\33,600) 대체휴무 어린이날 연휴기간이라서 예매하기 힘들었다 앱 들락날락하다가 원하는시간 겟!!! 각자..."
387,"가득ㅋㅋㅋㅋㅋㅋ 맛은 생각보다 안달다 먹어볼 만 한 정도,,,? #수성못 #수성못야경 일대에 카페랑 맛있는 거 엄청 많음 #대구여행 #대구카페 #대구우즈 #수성못카페"
388,"대구먹방여행 :: 처음 먹어본 절창, 진해막창 맛나요! 오늘처럼 비가 주룩주룩오던 날!! 태풍이 북상할 때 다녀왔던 대구여행 ㅋㅋ 드디어 1차로 갔던 #진해막창..."
389,저번주에 대구를 다녀왔다 이번주 갑자기 추운데 조금 덜 추울때 다녀와서... ㅋㅋ 이번대구여행은 볼거리보다 먹거리를 즐기고 온 여행이었다 만족만족
390,blog.naver.com 봄여행 1박2일 대구여행 코스 / 대구 김광석 거리 김광석 다시그리기길 주말 잘 보내셨나요??이번 주말은 완연한 봄 날씨였어요 그래서인지 많은 분들이...
391,전망대에 오르니 바람 시원하고 정말 상쾌해짐! 아이들도 좋아하고 날씨 좋을 때 가볍게 오기 딱 좋음! #안심연꽃단지 #국내여행 #대구여행 #산책코스 #간단산책
392,iamromy.blog.me #대구서문시장 #대구여행 #먹방여행 #대구데이트 #대구여행코스 #서문야시장 #서문시장 #대구시장 #대구여행지추천 #대구데이트코스 #대구야시장 부산여행을...
393,놓칠 수 없는 대구 분식투어 대구 미성당 납작만두 vs 중앙떡볶이 혼자여도 괜찮아요. 무심한듯 시크하게 대구여행 분식투어를 떠나봅니다. 나홀로 여행은 자유로워...
394,대구 여행 서문시장 카츠맨 맛있는 음식으로 실내데이트 즐기세요~! 안녕하세요! 대구관광 대학생 기자단 4기 이규엽입니다. 이번에는 겨울철 실내에서 친구 혹은...
395,어제 대구여행 포스팅 후 등록 업로드중에 튕기더니 포스팅이 사라졌다. 게다가... 달려 대구에 도착 한칸소모(준수하구먼) 숙소에 짐풀고 대백(대구백화점)을 가서...
396,대구여행은 근대문화골목이나 김광석거리를 많이들 가는 거 같다 나 또한... 왔는데 대구여행하면서 생활한복입고 꽃길사진관에서 촬영하면 좋을 거 같다는 생각을...
397,"소마 - 대구 달성공원 ▲ 꿈꾸는 구슬 김경숙 - 옛구암서원 ▲ 나래 - 북성로 골목 탐험 _ 공구 골목 ▲ 김이슬 - 성모당, 대구여행, 국내여행, 성지순례 ▲ 그림쟁이..."
398,대구여행 가볼만한곳 아양기찻길 폐철교로 지금은 시민들의 여가공간으로 야경... 제가 가는 방향에선 대구공항에서 가는 곳을 알려주더군요. 아양교역에서도 올 수...
399,대구여행 추천호텔 '토요코인 대구동성로' 포스팅에 이어서 오늘은 젊음이 가득한... 그래서 여행시 라운지도 ... m.blog.naver.com 대구 중심부 동성로는 정말 번화하고...
400,대구 종로 먹거리 축제 5월은 축제도 많고 대구 갈만한곳도 많아서 너무 좋은거 같아요 5월 대구 여행 어떠신가요? 대구에 살고 있지만 대구를 여행한다는...
401,◆ 전화 / 주소 / 영업시간 / 주차장 대구여행 동인찜갈비골목 '봉산찜갈비' 053) 425-4203 대구광역시 중구 동덕로36길 9-18 대구광역시 중구 동인동1가 332-3 am10:00 ~ pm10:00...
402,"가을의 대구 여행지난 6월의 여수 여행 이후로 4개월 만에 광명역... blog.naver.com 191019, 두번째 노보텔 앰베서더 대구에 체크인을 했다. 20층의 프리미어 이그제티브 객실...."
403,가야지 했던 앞산으로 고고씽~~~ 대구시내의 전망이 한눈에 내려다 보이는 앞산에 케이블카까지 있다니 이거 제대로 여행기분이 난다며 신나서 걸어가는데... 걸어도...
404,대구 여행 :: 팔공산 카페 추천 [ 헤이마 ] 춥디 추웠던 서울의 날씨는 온데간데 없고 대구의 도착하니 포근한 날씨가 저를 반기더군요 추운 겨울바람의 피난처 대구...
405,[대구여행] 안 갈라 캤는데???.. 대구 달성군 비슬산 참꽃 구경하기.. 근로자의 날.. 밀양 위양지 갈려다 아직 이팝나무가 덜 폈단 소릴 듣곤.. 끝난 줄 알았던 비슬산...
406,포항 대구여행 2일차 대구근대화골목과 서문시장야시장에 다녀왔어요. 거리가 못 걸을 정도로 그리 먼 편은 아니라서 다 걸어다녔어요. 걷는 거 힘드신 분들은...
407,"베리베리 토스트 당충전 확실하게 하고 감 ㅎㅎ 대구여행온다면 그 중 앞산, 두류공원 쪽 온다면 요 벤자민도 추천 봄나들이 끝 대구광역시 남구 대명9동 856-18 벤자민카페"
408,"생각도 해봤는데요 작년 서울 여행때 에어비앤비 실망한거 생각이 나서 그냥... 맞이 대구여행! 부대시설도 잘되어 있고 위치도 좋은 대구호텔, 엘디스리젠트호텔에서..."
409,"여행카메라, 니콘 360도카메라 대구여행코스 수성못 - 봄기운이 물씬 느껴지던 대구여행코스 수성못으로 여행을 다녀왔습니다. 2017-02-19 벌써 한달 전 이네요. 대구..."
410,"야경에 반한 나나와 조교님 이제 그만 ,, 대구 그만 ,,, 앞으로 나 보고싶으면 대구오지말고 서울 그대로 계시기......... 저이제 질려서 대구 여행 안할거임 아무튼 3일동안..."
411,대구 가볼만한곳 반야월연꽃단지(안심연꽃단지라고도 불리움)로 지난 치맥때... 으!~ 오늘 대구여행도 그렇지만 요즘 여행하면서 쿨 넥워머를 하고 다니고 있어욤.ㅋ...
412,이상으로 동대구역 맛집 - 국대닭곱새 3호점 포스팅 마칠게요 ^.^ #국대닭곱새 #닭곱새 #대구여행 #대구맛집 #동대구맛집 #동대구역맛집 #동대구신세계백화점맛집...
413,대구 당일치기로 떠난 여행~ (2탄) 김광석다시그리기길 로 떠나볼게요^^ 브런치와 수제맥주가 자랑인 달서구 본리동 맛집 대구여행1탄[파브리코]는 아래 링크로...
414,요번 대구여행에서 가~~~장 기대했던곳! 대쿠이! 인스타를 보다가 발견하게된 대쿠이~ 여행을 가기전부터 친구들에게 여긴 꼭! 가고싶다고 몇번이나 말했다.. 헤헤...
415,"동성로에 굉장히 인접하여 대구어디를 여행가든 편하게 갈수있다. 3. 이건 개인적인의견인데 집앞 일분거리에 히든맛집이 많음 (레이지모닝,하모니카-너무너무..."
416,대구여행 대구중구의 오래된 근대로가 있고 그곳을 둘러볼수있는 버스여행이 있어 공유해봅니다 그버스의 이름은 청라버스 게시판에 걸려있는 청라버스에대한...
417,대구를 처음 오시는 분들에게 추천드리고 싶은 대구 숙박 추천 장소입니다. 첫날... 오랜만에 대구여행을 즉흥적으로 50%계획하고 50%즉흥여행으로 리얼 솔지 후기를...
418,"대구여행 (2) 칠성시장 ""단골식당"" (돼지불백) 아침에 일어나서 날씨가 너무 좋은거... 참"" 대구 사람들은 ""참""있고 ""참이슬""있는데 뭐드릴까요 ? 라고 물어보신당 ㅋㅋㅋㅋ..."
419,"대구 여행 대구로 오삼(053) #3. 치맥하기 좋은 대구 야외 핫플레이스 두류공원... 오라+대구 지역번호 053의 합성어로, 대구만의 독특한 매력과 재미를 느낄 수 있는 여행..."
420,오랜만의 기차 여행 아이들도 저도 신이 나더라구요. 동대구역에 도착해서 청라언덕으로 갔어요. 저희의 대구 여행지는 대구 근대화골목 투어랍니다. 청라언덕을 가기...
421,"겨울 기념, 크리스마스 여행기념으로 1박2일 대구 다녀오기! 첫날 대구에 도착하고, 터미널에서 지상철을 타고 수성못에 내리고 1~2분거리에 바로 나타나는 아리아나..."
422,"대구 여행 동영상 편집 어플 추천 VIMO, 키네마스터, 비바비디오 여행에서 남는 건 사진과 영상! :-) 특히 요즘엔 브이로그가 인기를 끌면서 동영상 어플을 이용하는..."
423,"하루, 대구여행 대구중구골목투어:근대路의 여행 2코스 근대문화골목 설연휴 하루전날 대구에 친구들을 만나 하루동안 대구여행을 했다. 나와 대구의 인연을 살짝..."
424,내일로 여행객분들을 위해 제멋대로가 추천하는 대구여행코스는 대구의 이색 풍경이 눈에 띄는! 곳들을 돌아볼 수 있도록 잡았어요! 대구근대골목은 한국인이라면 꼭...
425,"#대구여행 #대구체험 #대구체험학습 #성인체험 #재미있는체험 #봄고로 #게스트하우스 안녕하세요, 늘품체험공방입니다! 오늘은 대구로 놀러온 여성 두분의 즐거운..."
